"","ID","Description","Count","GeneRatio","geneID"
"GO:0090725","GO:0090725","peripheral region of growth cone",0,"0/85",""
"GO:1990761","GO:1990761","growth cone lamellipodium",0,"0/85",""
"GO:1990812","GO:1990812","growth cone filopodium",0,"0/85",""
"GO:0035840","GO:0035840","old growing cell tip",0,"0/85",""
"GO:0035841","GO:0035841","new growing cell tip",0,"0/85",""
"GO:0090404","GO:0090404","pollen tube tip",0,"0/85",""
"GO:1902716","GO:1902716","cell cortex of growing cell tip",0,"0/85",""
"GO:1902929","GO:1902929","plasma membrane of growing cell tip",0,"0/85",""
"GO:0070867","GO:0070867","mating projection tip membrane",0,"0/85",""
"GO:1990819","GO:1990819","actin fusion focus",0,"0/85",""
"GO:0000937","GO:0000937","dolipore septum",0,"0/85",""
"GO:0000936","GO:0000936","primary cell septum",0,"0/85",""
"GO:0051077","GO:0051077","secondary cell septum",0,"0/85",""
"GO:1990587","GO:1990587","FtsQBL complex",0,"0/85",""
"GO:0009427","GO:0009427","bacterial-type flagellum basal body, distal rod, L ring",0,"0/85",""
"GO:0009428","GO:0009428","bacterial-type flagellum basal body, distal rod, P ring",0,"0/85",""
"GO:0005887","GO:0005887","integral component of plasma membrane",27,"27/85","AVPR1A/CDH10/DLG4/DPP6/GABRA5/GABRB3/GLRA2/GRIN2B/HFE/ITGB3/MTNR1A/MTNR1B/NTSR1/OXTR/PCDH9/SCN1A/SLC1A1/SLC16A2/GPR50/NRXN3/NRXN1/CNTNAP2/NLGN3/GABRQ/NLGN4X/DPP10/LRRTM3"
"GO:0031301","GO:0031301","integral component of organelle membrane",0,"0/85",""
"GO:0031361","GO:0031361","integral component of thylakoid membrane",0,"0/85",""
"GO:0045203","GO:0045203","integral component of cell outer membrane",0,"0/85",""
"GO:0089717","GO:0089717","spanning component of membrane",2,"2/85","NLGN3/NLGN4X"
"GO:0097634","GO:0097634","integral component of phagophore assembly site membrane",0,"0/85",""
"GO:0036405","GO:0036405","anchored component of cell outer membrane",0,"0/85",""
"GO:0046658","GO:0046658","anchored component of plasma membrane",0,"0/85",""
"GO:0098993","GO:0098993","anchored component of synaptic vesicle membrane",0,"0/85",""
"GO:0099034","GO:0099034","anchored component of postsynaptic endosome membrane",0,"0/85",""
"GO:0099035","GO:0099035","anchored component of spine apparatus membrane",0,"0/85",""
"GO:0099036","GO:0099036","anchored component of neuronal dense core vesicle membrane",0,"0/85",""
"GO:0099037","GO:0099037","anchored component of presynaptic endosome membrane",0,"0/85",""
"GO:0031235","GO:0031235","intrinsic component of the cytoplasmic side of the plasma membrane",0,"0/85",""
"GO:0099240","GO:0099240","intrinsic component of synaptic membrane",5,"5/85","CDH10/GABRA5/NLGN3/NLGN4X/LRRTM3"
"GO:1990873","GO:1990873","intrinsic component of plasma membrane of cell tip",0,"0/85",""
"GO:0031243","GO:0031243","intrinsic component of external side of cell outer membrane",0,"0/85",""
"GO:0031246","GO:0031246","intrinsic component of periplasmic side of cell outer membrane",0,"0/85",""
"GO:0036418","GO:0036418","intrinsic component of mycolate outer membrane",0,"0/85",""
"GO:0031227","GO:0031227","intrinsic component of endoplasmic reticulum membrane",0,"0/85",""
"GO:0031228","GO:0031228","intrinsic component of Golgi membrane",0,"0/85",""
"GO:0031229","GO:0031229","intrinsic component of nuclear inner membrane",0,"0/85",""
"GO:0031231","GO:0031231","intrinsic component of peroxisomal membrane",0,"0/85",""
"GO:0031302","GO:0031302","intrinsic component of endosome membrane",0,"0/85",""
"GO:0031308","GO:0031308","intrinsic component of nuclear outer membrane",0,"0/85",""
"GO:0031310","GO:0031310","intrinsic component of vacuolar membrane",0,"0/85",""
"GO:0031350","GO:0031350","intrinsic component of plastid membrane",0,"0/85",""
"GO:0097630","GO:0097630","intrinsic component of omegasome membrane",0,"0/85",""
"GO:0098563","GO:0098563","intrinsic component of synaptic vesicle membrane",0,"0/85",""
"GO:0098573","GO:0098573","intrinsic component of mitochondrial membrane",0,"0/85",""
"GO:0098952","GO:0098952","intrinsic component of spine apparatus membrane",0,"0/85",""
"GO:0098956","GO:0098956","intrinsic component of dense core granule membrane",0,"0/85",""
"GO:1990673","GO:1990673","intrinsic component of endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane",0,"0/85",""
"GO:1990693","GO:1990693","intrinsic component of Golgi cis cisterna membrane",0,"0/85",""
"GO:1990694","GO:1990694","intrinsic component of Golgi medial cisterna membrane",0,"0/85",""
"GO:1990695","GO:1990695","intrinsic component of Golgi trans cisterna membrane",0,"0/85",""
"GO:0032587","GO:0032587","ruffle membrane",1,"1/85","ITGB3"
"GO:0031258","GO:0031258","lamellipodium membrane",1,"1/85","ITGB3"
"GO:0061851","GO:0061851","leading edge of lamellipodium",0,"0/85",""
"GO:0032589","GO:0032589","neuron projection membrane",3,"3/85","GABRA5/USH2A/CNTNAP2"
"GO:0061916","GO:0061916","leading edge of axonal growth cone",0,"0/85",""
"GO:0061917","GO:0061917","leading edge of dendritic growth cone",0,"0/85",""
"GO:0031259","GO:0031259","uropod membrane",0,"0/85",""
"GO:0030673","GO:0030673","axolemma",1,"1/85","CNTNAP2"
"GO:0032590","GO:0032590","dendrite membrane",1,"1/85","GABRA5"
"GO:0032591","GO:0032591","dendritic spine membrane",0,"0/85",""
"GO:0060171","GO:0060171","stereocilium membrane",1,"1/85","USH2A"
"GO:1990733","GO:1990733","titin-telethonin complex",0,"0/85",""
"GO:0031983","GO:0031983","vesicle lumen",0,"0/85",""
"GO:0009276","GO:0009276","Gram-negative-bacterium-type cell wall",0,"0/85",""
"GO:0030288","GO:0030288","outer membrane-bounded periplasmic space",0,"0/85",""
"GO:0005635","GO:0005635","nuclear envelope",2,"2/85","NRXN1/ROGDI"
"GO:0031970","GO:0031970","organelle envelope lumen",0,"0/85",""
"GO:0070732","GO:0070732","spindle envelope",0,"0/85",""
"GO:0009543","GO:0009543","chloroplast thylakoid lumen",0,"0/85",""
"GO:0033114","GO:0033114","cyanelle thylakoid lumen",0,"0/85",""
"GO:0009534","GO:0009534","chloroplast thylakoid",0,"0/85",""
"GO:0009843","GO:0009843","cyanelle thylakoid",0,"0/85",""
"GO:0031978","GO:0031978","plastid thylakoid lumen",0,"0/85",""
"GO:0042649","GO:0042649","prothylakoid",0,"0/85",""
"GO:0055035","GO:0055035","plastid thylakoid membrane",0,"0/85",""
"GO:0005795","GO:0005795","Golgi stack",0,"0/85",""
"GO:0005802","GO:0005802","trans-Golgi network",0,"0/85",""
"GO:0031985","GO:0031985","Golgi cisterna",0,"0/85",""
"GO:0014802","GO:0014802","terminal cisterna",0,"0/85",""
"GO:0016029","GO:0016029","subrhabdomeral cisterna",0,"0/85",""
"GO:0071781","GO:0071781","endoplasmic reticulum cisternal network",0,"0/85",""
"GO:0071782","GO:0071782","endoplasmic reticulum tubular network",0,"0/85",""
"GO:0000144","GO:0000144","cellular bud neck septin ring",0,"0/85",""
"GO:0032174","GO:0032174","cellular bud neck septin collar",0,"0/85",""
"GO:0032177","GO:0032177","cellular bud neck split septin rings",0,"0/85",""
"GO:0110085","GO:0110085","mitotic actomyosin contractile ring",0,"0/85",""
"GO:0110086","GO:0110086","meiotic actomyosin contractile ring",0,"0/85",""
"GO:1903144","GO:1903144","actomyosin contractile ring actin filament",0,"0/85",""
"GO:0036391","GO:0036391","medial cortex septin ring",0,"0/85",""
"GO:0071341","GO:0071341","medial cortical node",0,"0/85",""
"GO:0090688","GO:0090688","cleavage furrow rim",0,"0/85",""
"GO:0090689","GO:0090689","cleavage furrow leading edge",0,"0/85",""
"GO:0032169","GO:0032169","prospore septin ring",0,"0/85",""
"GO:0031003","GO:0031003","actin tubule",0,"0/85",""
"GO:0090732","GO:0090732","cofilin-actin rod",0,"0/85",""
"GO:0001725","GO:0001725","stress fiber",0,"0/85",""
"GO:0070648","GO:0070648","formin-nucleated actin cable",0,"0/85",""
"GO:0098859","GO:0098859","actin filament bundle of actin-based cell projection",0,"0/85",""
"GO:0005638","GO:0005638","lamin filament",0,"0/85",""
"GO:1990612","GO:1990612","Sad1-Kms1 LINC complex",0,"0/85",""
"GO:0120205","GO:0120205","photoreceptor proximal connecting cilium",0,"0/85",""
"GO:0120206","GO:0120206","photoreceptor distal connecting cilium",0,"0/85",""
"GO:0032809","GO:0032809","neuronal cell body membrane",1,"1/85","GABRA5"
"GO:0043203","GO:0043203","axon hillock",0,"0/85",""
"GO:0043204","GO:0043204","perikaryon",4,"4/85","NTSR1/SLC1A1/CNTNAP2/ROGDI"
"GO:0044225","GO:0044225","apical pole of neuron",0,"0/85",""
"GO:0044226","GO:0044226","basal pole of neuron",0,"0/85",""
"GO:0030425","GO:0030425","dendrite",13,"13/85","BDNF/DLG4/GABRA5/NTSR1/RELN/SLC1A1/IL1RAPL1/DIP2A/CNTNAP2/NLGN4X/ROGDI/CTTNBP2/SHANK3"
"GO:1990033","GO:1990033","dendritic branch point",0,"0/85",""
"GO:0005628","GO:0005628","prospore membrane",0,"0/85",""
"GO:0032157","GO:0032157","prospore contractile ring",0,"0/85",""
"GO:1905754","GO:1905754","ascospore-type prospore nucleus",0,"0/85",""
"GO:0009420","GO:0009420","bacterial-type flagellum filament",0,"0/85",""
"GO:0009422","GO:0009422","bacterial-type flagellum hook-filament junction",0,"0/85",""
"GO:0009424","GO:0009424","bacterial-type flagellum hook",0,"0/85",""
"GO:0009425","GO:0009425","bacterial-type flagellum basal body",0,"0/85",""
"GO:0055040","GO:0055040","periplasmic flagellum",0,"0/85",""
"GO:0009418","GO:0009418","pilus shaft",0,"0/85",""
"GO:0009419","GO:0009419","pilus tip",0,"0/85",""
"GO:0044096","GO:0044096","type IV pilus",0,"0/85",""
"GO:0098774","GO:0098774","curli",0,"0/85",""
"GO:0140621","GO:0140621","type I pilus",0,"0/85",""
"GO:0085041","GO:0085041","arbuscule",0,"0/85",""
"GO:0090396","GO:0090396","leaf papilla",0,"0/85",""
"GO:0090397","GO:0090397","stigma papilla",0,"0/85",""
"GO:0090705","GO:0090705","trichome papilla",0,"0/85",""
"GO:0090553","GO:0090553","unicellular trichome tip",0,"0/85",""
"GO:0001726","GO:0001726","ruffle",1,"1/85","ITGB3"
"GO:0001931","GO:0001931","uropod",0,"0/85",""
"GO:0005929","GO:0005929","cilium",3,"3/85","USH2A/SHANK3/CEP41"
"GO:0005937","GO:0005937","mating projection",0,"0/85",""
"GO:0016028","GO:0016028","rhabdomere",0,"0/85",""
"GO:0030027","GO:0030027","lamellipodium",1,"1/85","ITGB3"
"GO:0031143","GO:0031143","pseudopodium",0,"0/85",""
"GO:0032059","GO:0032059","bleb",0,"0/85",""
"GO:0035230","GO:0035230","cytoneme",0,"0/85",""
"GO:0035618","GO:0035618","root hair",0,"0/85",""
"GO:0036194","GO:0036194","muscle cell projection",0,"0/85",""
"GO:0043005","GO:0043005","neuron projection",23,"23/85","BDNF/CA2/DLG4/GABRA5/GABRB3/GLRA2/GRIN2B/NTSR1/PCDH9/RELN/SCN1A/SLC1A1/USH2A/IL1RAPL1/DIP2A/CNTNAP2/GABRQ/NLGN4X/TSHZ3/ROGDI/CTTNBP2/SHANK3/UNC80"
"GO:0044393","GO:0044393","microspike",0,"0/85",""
"GO:0070451","GO:0070451","cell hair",0,"0/85",""
"GO:0070685","GO:0070685","macropinocytic cup",0,"0/85",""
"GO:0090406","GO:0090406","pollen tube",0,"0/85",""
"GO:0097386","GO:0097386","glial cell projection",1,"1/85","SLC1A1"
"GO:0097511","GO:0097511","dendritic cell dendrite",0,"0/85",""
"GO:0098846","GO:0098846","podocyte foot",0,"0/85",""
"GO:0098854","GO:0098854","podocyte primary projection",0,"0/85",""
"GO:0098858","GO:0098858","actin-based cell projection",4,"4/85","CA2/ITGB3/OXTR/USH2A"
"GO:0120327","GO:0120327","telopode",0,"0/85",""
"GO:1990905","GO:1990905","dinoflagellate peduncle",0,"0/85",""
"GO:1990434","GO:1990434","lower tip-link density",0,"0/85",""
"GO:1990435","GO:1990435","upper tip-link density",0,"0/85",""
"GO:0043220","GO:0043220","Schmidt-Lanterman incisure",0,"0/85",""
"GO:0000314","GO:0000314","organellar small ribosomal subunit",0,"0/85",""
"GO:0000315","GO:0000315","organellar large ribosomal subunit",0,"0/85",""
"GO:0005761","GO:0005761","mitochondrial ribosome",0,"0/85",""
"GO:0009547","GO:0009547","plastid ribosome",0,"0/85",""
"GO:0032426","GO:0032426","stereocilium tip",0,"0/85",""
"GO:0098860","GO:0098860","actin filament bundle of stereocilium",0,"0/85",""
"GO:0120043","GO:0120043","stereocilium shaft",0,"0/85",""
"GO:0120044","GO:0120044","stereocilium base",0,"0/85",""
"GO:0031090","GO:0031090","organelle membrane",11,"11/85","DHCR24/DIO3/DLG4/GABRB3/GRIN2B/ITGB3/RYR2/SLC1A1/NRXN1/SHANK3/DIPK2A"
"GO:0031982","GO:0031982","vesicle",19,"19/85","AVPR1A/BDNF/CA2/DIO3/DLG4/EPHX2/GABRB3/GRIN2B/HFE/ITGB3/RYR2/SLC1A1/NRXN1/CNTNAP2/NLGN3/NSUN2/ROGDI/CTTNBP2/DIPK2A"
"GO:0097444","GO:0097444","spine apparatus",0,"0/85",""
"GO:0009288","GO:0009288","bacterial-type flagellum",0,"0/85",""
"GO:0097589","GO:0097589","archaeal-type flagellum",0,"0/85",""
"GO:0044233","GO:0044233","mitochondria-associated endoplasmic reticulum membrane",0,"0/85",""
"GO:0044284","GO:0044284","mitochondrial crista junction",0,"0/85",""
"GO:0044289","GO:0044289","mitochondrial inner-outer membrane contact site",0,"0/85",""
"GO:0071561","GO:0071561","nucleus-vacuole junction",0,"0/85",""
"GO:0098853","GO:0098853","endoplasmic reticulum-vacuole membrane contact site",0,"0/85",""
"GO:0120095","GO:0120095","vacuole-isolation membrane contact site",0,"0/85",""
"GO:0140268","GO:0140268","endoplasmic reticulum-plasma membrane contact site",0,"0/85",""
"GO:0140284","GO:0140284","endoplasmic reticulum-endosome membrane contact site",0,"0/85",""
"GO:1990816","GO:1990816","vacuole-mitochondrion membrane contact site",0,"0/85",""
"GO:0014069","GO:0014069","postsynaptic density",5,"5/85","DLG4/GRIN2B/NLGN4X/SHANK3/LRRTM3"
"GO:0097482","GO:0097482","muscle cell postsynaptic specialization",0,"0/85",""
"GO:0099091","GO:0099091","postsynaptic specialization, intracellular component",0,"0/85",""
"GO:0099629","GO:0099629","postsynaptic specialization of symmetric synapse",0,"0/85",""
"GO:0099634","GO:0099634","postsynaptic specialization membrane",7,"7/85","CDH10/DLG4/GABRA5/GRIN2B/NLGN3/NLGN4X/LRRTM3"
"GO:0043670","GO:0043670","foot layer",0,"0/85",""
"GO:0043674","GO:0043674","columella",0,"0/85",""
"GO:0043675","GO:0043675","sculpture element",0,"0/85",""
"GO:0043676","GO:0043676","tectum",0,"0/85",""
"GO:0043195","GO:0043195","terminal bouton",2,"2/85","NTSR1/USH2A"
"GO:0044305","GO:0044305","calyx of Held",0,"0/85",""
"GO:0044316","GO:0044316","cone cell pedicle",0,"0/85",""
"GO:0099096","GO:0099096","vestibular calyx terminal",0,"0/85",""
"GO:1990623","GO:1990623","Herring body",0,"0/85",""
"GO:0035323","GO:0035323","male germline ring canal",0,"0/85",""
"GO:0035324","GO:0035324","female germline ring canal",0,"0/85",""
"GO:0046691","GO:0046691","intracellular canaliculus",0,"0/85",""
"GO:0098592","GO:0098592","cytoplasmic side of apical plasma membrane",0,"0/85",""
"GO:0120001","GO:0120001","apical plasma membrane urothelial plaque",0,"0/85",""
"GO:0020008","GO:0020008","rhoptry",0,"0/85",""
"GO:0020009","GO:0020009","microneme",0,"0/85",""
"GO:0020010","GO:0020010","conoid",0,"0/85",""
"GO:0020025","GO:0020025","subpellicular microtubule",0,"0/85",""
"GO:0020031","GO:0020031","polar ring of apical complex",0,"0/85",""
"GO:0020032","GO:0020032","basal ring of apical complex",0,"0/85",""
"GO:0033289","GO:0033289","intraconoid microtubule",0,"0/85",""
"GO:0044311","GO:0044311","exoneme",0,"0/85",""
"GO:0070074","GO:0070074","mononeme",0,"0/85",""
"GO:0106037","GO:0106037","apicomedial cortex",0,"0/85",""
"GO:1990499","GO:1990499","raps-insc complex",0,"0/85",""
"GO:0033150","GO:0033150","cytoskeletal calyx",0,"0/85",""
"GO:0099020","GO:0099020","perinuclear endoplasmic reticulum lumen",0,"0/85",""
"GO:0098891","GO:0098891","extrinsic component of presynaptic active zone membrane",0,"0/85",""
"GO:0098945","GO:0098945","intrinsic component of presynaptic active zone membrane",1,"1/85","CDH10"
"GO:0048788","GO:0048788","cytoskeleton of presynaptic active zone",0,"0/85",""
"GO:0009550","GO:0009550","primary plasmodesma",0,"0/85",""
"GO:0009551","GO:0009551","secondary plasmodesma",0,"0/85",""
"GO:0001411","GO:0001411","hyphal tip",0,"0/85",""
"GO:0035619","GO:0035619","root hair tip",0,"0/85",""
"GO:0035838","GO:0035838","growing cell tip",0,"0/85",""
"GO:0035839","GO:0035839","non-growing cell tip",0,"0/85",""
"GO:0043332","GO:0043332","mating projection tip",0,"0/85",""
"GO:0051285","GO:0051285","cell cortex of cell tip",0,"0/85",""
"GO:0110131","GO:0110131","Aim21-Tda2 complex",0,"0/85",""
"GO:0005618","GO:0005618","cell wall",0,"0/85",""
"GO:0030112","GO:0030112","glycocalyx",0,"0/85",""
"GO:0030115","GO:0030115","S-layer",0,"0/85",""
"GO:0031012","GO:0031012","extracellular matrix",5,"5/85","RELN/USH2A/LAMC3/LRRN3/LRRTM3"
"GO:0042600","GO:0042600","egg chorion",0,"0/85",""
"GO:0043667","GO:0043667","pollen wall",0,"0/85",""
"GO:1990463","GO:1990463","lateral cortical node",0,"0/85",""
"GO:0097618","GO:0097618","dinoflagellate sulcal notch",0,"0/85",""
"GO:0097686","GO:0097686","dinoflagellate apical horn",0,"0/85",""
"GO:0097687","GO:0097687","dinoflagellate antapical horn",0,"0/85",""
"GO:0098568","GO:0098568","external side of mycolate outer membrane",0,"0/85",""
"GO:0010009","GO:0010009","cytoplasmic side of endosome membrane",0,"0/85",""
"GO:0032473","GO:0032473","cytoplasmic side of mitochondrial outer membrane",0,"0/85",""
"GO:0098539","GO:0098539","cytoplasmic side of transport vesicle membrane",0,"0/85",""
"GO:0098548","GO:0098548","cytoplasmic side of Golgi membrane",0,"0/85",""
"GO:0098554","GO:0098554","cytoplasmic side of endoplasmic reticulum membrane",0,"0/85",""
"GO:0098574","GO:0098574","cytoplasmic side of lysosomal membrane",0,"0/85",""
"GO:0035450","GO:0035450","extrinsic component of lumenal side of plastid thylakoid membrane",0,"0/85",""
"GO:0035451","GO:0035451","extrinsic component of stromal side of plastid thylakoid membrane",0,"0/85",""
"GO:0098538","GO:0098538","lumenal side of transport vesicle membrane",0,"0/85",""
"GO:0098547","GO:0098547","lumenal side of Golgi membrane",0,"0/85",""
"GO:0098553","GO:0098553","lumenal side of endoplasmic reticulum membrane",0,"0/85",""
"GO:0098565","GO:0098565","lumenal side of endosome membrane",0,"0/85",""
"GO:0098575","GO:0098575","lumenal side of lysosomal membrane",0,"0/85",""
"GO:0099617","GO:0099617","matrix side of mitochondrial inner membrane",0,"0/85",""
"GO:0000779","GO:0000779","condensed chromosome, centromeric region",1,"1/85","SIN3A"
"GO:0031518","GO:0031518","CBF3 complex",0,"0/85",""
"GO:0034506","GO:0034506","chromosome, centromeric core domain",0,"0/85",""
"GO:0034507","GO:0034507","chromosome, centromeric outer repeat region",0,"0/85",""
"GO:0061838","GO:0061838","CENP-T-W-S-X complex",0,"0/85",""
"GO:0062199","GO:0062199","chromosome, centromeric inner repeat region",0,"0/85",""
"GO:0070565","GO:0070565","telomere-telomerase complex",0,"0/85",""
"GO:0140445","GO:0140445","chromosome, telomeric repeat region",0,"0/85",""
"GO:0061638","GO:0061638","CENP-A containing chromatin",0,"0/85",""
"GO:0030672","GO:0030672","synaptic vesicle membrane",0,"0/85",""
"GO:0034592","GO:0034592","synaptic vesicle lumen",0,"0/85",""
"GO:1990474","GO:1990474","synaptic vesicle, readily releasable pool",0,"0/85",""
"GO:1990475","GO:1990475","synaptic vesicle, recycling pool",0,"0/85",""
"GO:1990476","GO:1990476","synaptic vesicle, resting pool",0,"0/85",""
"GO:0036062","GO:0036062","presynaptic periactive zone",0,"0/85",""
"GO:0048787","GO:0048787","presynaptic active zone membrane",1,"1/85","CDH10"
"GO:0098835","GO:0098835","presynaptic endocytic zone membrane",0,"0/85",""
"GO:0098888","GO:0098888","extrinsic component of presynaptic membrane",0,"0/85",""
"GO:0098889","GO:0098889","intrinsic component of presynaptic membrane",2,"2/85","CDH10/GABRA5"
"GO:0061174","GO:0061174","type I terminal bouton",0,"0/85",""
"GO:0061175","GO:0061175","type II terminal bouton",0,"0/85",""
"GO:0097467","GO:0097467","type III terminal bouton",0,"0/85",""
"GO:0150086","GO:0150086","multiple synapse bouton",0,"0/85",""
"GO:1990024","GO:1990024","C bouton",0,"0/85",""
"GO:1990025","GO:1990025","F bouton",0,"0/85",""
"GO:1990026","GO:1990026","hippocampal mossy fiber expansion",0,"0/85",""
"GO:1990027","GO:1990027","S bouton",0,"0/85",""
"GO:1990795","GO:1990795","rod bipolar cell terminal bouton",0,"0/85",""
"GO:1990796","GO:1990796","photoreceptor cell terminal bouton",0,"0/85",""
"GO:0097445","GO:0097445","presynaptic active zone dense projection",0,"0/85",""
"GO:0098831","GO:0098831","presynaptic active zone cytoplasmic component",0,"0/85",""
"GO:1990013","GO:1990013","presynaptic grid",0,"0/85",""
"GO:0098954","GO:0098954","presynaptic endosome membrane",0,"0/85",""
"GO:0098834","GO:0098834","presynaptic endocytic zone cytoplasmic component",0,"0/85",""
"GO:0099143","GO:0099143","presynaptic actin cytoskeleton",0,"0/85",""
"GO:0099182","GO:0099182","presynaptic intermediate filament cytoskeleton",0,"0/85",""
"GO:0044326","GO:0044326","dendritic spine neck",0,"0/85",""
"GO:0044327","GO:0044327","dendritic spine head",0,"0/85",""
"GO:0061846","GO:0061846","dendritic spine cytoplasm",0,"0/85",""
"GO:0097464","GO:0097464","thorny excrescence",0,"0/85",""
"GO:0098836","GO:0098836","cytoskeleton of dendritic spine",0,"0/85",""
"GO:0098844","GO:0098844","postsynaptic endocytic zone membrane",0,"0/85",""
"GO:0098890","GO:0098890","extrinsic component of postsynaptic membrane",0,"0/85",""
"GO:0098936","GO:0098936","intrinsic component of postsynaptic membrane",5,"5/85","CDH10/GABRA5/NLGN3/NLGN4X/LRRTM3"
"GO:0099631","GO:0099631","postsynaptic endocytic zone cytoplasmic component",0,"0/85",""
"GO:0098837","GO:0098837","postsynaptic recycling endosome",0,"0/85",""
"GO:0098842","GO:0098842","postsynaptic early endosome",0,"0/85",""
"GO:0098895","GO:0098895","postsynaptic endosome membrane",0,"0/85",""
"GO:0098871","GO:0098871","postsynaptic actin cytoskeleton",1,"1/85","CTTNBP2"
"GO:0099160","GO:0099160","postsynaptic intermediate filament cytoskeleton",0,"0/85",""
"GO:0099189","GO:0099189","postsynaptic spectrin-associated cytoskeleton",0,"0/85",""
"GO:0150050","GO:0150050","postsynaptic septin cytoskeleton",0,"0/85",""
"GO:0098894","GO:0098894","extrinsic component of presynaptic endocytic zone membrane",0,"0/85",""
"GO:0098946","GO:0098946","intrinsic component of presynaptic endocytic zone membrane",0,"0/85",""
"GO:0098893","GO:0098893","extrinsic component of postsynaptic endocytic zone",0,"0/85",""
"GO:0098947","GO:0098947","intrinsic component of postsynaptic endocytic zone membrane",0,"0/85",""
"GO:0031526","GO:0031526","brush border membrane",0,"0/85",""
"GO:0002139","GO:0002139","stereocilia coupling link",1,"1/85","USH2A"
"GO:0032420","GO:0032420","stereocilium",1,"1/85","USH2A"
"GO:0060091","GO:0060091","kinocilium",0,"0/85",""
"GO:0000444","GO:0000444","MIS12/MIND type complex",0,"0/85",""
"GO:0000817","GO:0000817","COMA complex",0,"0/85",""
"GO:0000939","GO:0000939","inner kinetochore",0,"0/85",""
"GO:0000940","GO:0000940","outer kinetochore",0,"0/85",""
"GO:0031617","GO:0031617","NMS complex",0,"0/85",""
"GO:0033551","GO:0033551","monopolin complex",0,"0/85",""
"GO:1990423","GO:1990423","RZZ complex",0,"0/85",""
"GO:0032117","GO:0032117","horsetail-astral microtubule array",0,"0/85",""
"GO:0097165","GO:0097165","nuclear stress granule",0,"0/85",""
"GO:0098643","GO:0098643","banded collagen fibril",0,"0/85",""
"GO:0098645","GO:0098645","collagen network",0,"0/85",""
"GO:0098648","GO:0098648","collagen anchoring fibril",0,"0/85",""
"GO:0099512","GO:0099512","supramolecular fiber",3,"3/85","RYR2/SCN1A/UPP2"
"GO:0000800","GO:0000800","lateral element",0,"0/85",""
"GO:0000801","GO:0000801","central element",0,"0/85",""
"GO:0000802","GO:0000802","transverse filament",0,"0/85",""
"GO:1990040","GO:1990040","sub-surface cisterna",0,"0/85",""
"GO:0140599","GO:0140599","mitotic nuclear bridge midzone membrane domain",0,"0/85",""
"GO:1905760","GO:1905760","post-anaphase array microtubule end",0,"0/85",""
